"ID","Name","Species","GeneID","Family","Evidence"
"T101206_2.00","Zfp62","Mus_musculus","ENSMUSG00000046311","C2H2 ZF","N"
"T101263_2.00","Zfp623","Mus_musculus","ENSMUSG00000050846","C2H2 ZF","N"
"T101099_2.00","Zfp626","Mus_musculus","ENSMUSG00000030604","C2H2 ZF","N"
"T101202_2.00","Zfp629","Mus_musculus","ENSMUSG00000045639","C2H2 ZF","N"
"T101069_2.00","Zfp639","Mus_musculus","ENSMUSG00000027667","C2H2 ZF","N"
"T101250_2.00","Zfp644","Mus_musculus","ENSMUSG00000049606","C2H2 ZF","N"
"T101254_2.00","Zfp646","Mus_musculus","ENSMUSG00000049739","C2H2 ZF","N"
"T101407_2.00","Zfp648","Mus_musculus","ENSMUSG00000066797","C2H2 ZF","N"
"T101449_2.00","Zfp65","Mus_musculus","ENSMUSG00000071281","C2H2 ZF","N"
"T100995_2.00","Zfp651","Mus_musculus","ENSMUSG00000013419","C2H2 ZF","N"
"T101221_2.00","Zfp654","Mus_musculus","ENSMUSG00000047141","C2H2 ZF","N"
"T100991_2.00","Zfp655","Mus_musculus","ENSMUSG00000007812","C2H2 ZF","N"
"T101324_2.00","Zfp658","Mus_musculus","ENSMUSG00000056592","C2H2 ZF","N"
"T101325_2.00","Zfp663","Mus_musculus","ENSMUSG00000056824","C2H2 ZF","N"
"T101302_2.00","Zfp667","Mus_musculus","ENSMUSG00000054893","C2H2 ZF","N"
"T101253_2.00","Zfp668","Mus_musculus","ENSMUSG00000049728","C2H2 ZF","N"
"T101255_2.00","Zfp672","Mus_musculus","ENSMUSG00000049755","C2H2 ZF","N"
"T101382_2.00","Zfp677","Mus_musculus","ENSMUSG00000062743","C2H2 ZF","N"
"T101342_2.00","Zfp68","Mus_musculus","ENSMUSG00000058291","C2H2 ZF","N"
"T101245_2.00","Zfp683","Mus_musculus","ENSMUSG00000049410","C2H2 ZF","N"
"T101008_2.00","Zfp687","Mus_musculus","ENSMUSG00000019338","C2H2 ZF","N"
"T101195_2.00","Zfp688","Mus_musculus","ENSMUSG00000045251","C2H2 ZF","N"
"T101242_2.00","Zfp689","Mus_musculus","ENSMUSG00000048921","C2H2 ZF","N"
"T101112_2.00","Zfp7","Mus_musculus","ENSMUSG00000033669","C2H2 ZF","N"
"T101549_2.00","Zfp703","Mus_musculus","ENSMUSG00000085795","C2H2 ZF","N"
"T101120_2.00","Zfp707","Mus_musculus","ENSMUSG00000034429","C2H2 ZF","N"
"T101348_2.00","Zfp708","Mus_musculus","ENSMUSG00000058883","C2H2 ZF","N"
"T101321_2.00","Zfp709","Mus_musculus","ENSMUSG00000056019","C2H2 ZF","N"
"T101241_2.00","Zfp710","Mus_musculus","ENSMUSG00000048897","C2H2 ZF","N"
"T101556_2.00","Zfp712","Mus_musculus","ENSMUSG00000090641","C2H2 ZF","N"
"T100994_2.00","Zfp715","Mus_musculus","ENSMUSG00000012640","C2H2 ZF","N"
"T101097_2.00","Zfp719","Mus_musculus","ENSMUSG00000030469","C2H2 ZF","N"
"T101430_2.00","Zfp72","Mus_musculus","ENSMUSG00000069184","C2H2 ZF","N"
"T101024_2.00","Zfp729a","Mus_musculus","ENSMUSG00000021510","C2H2 ZF","N"
"T101339_2.00","Zfp729b","Mus_musculus","ENSMUSG00000058093","C2H2 ZF","N"
"T101367_2.00","Zfp735","Mus_musculus","ENSMUSG00000060630","C2H2 ZF","N"
"T101232_2.00","Zfp738","Mus_musculus","ENSMUSG00000048280","C2H2 ZF","N"
"T101358_2.00","Zfp74","Mus_musculus","ENSMUSG00000059975","C2H2 ZF","N"
"T101332_2.00","Zfp746","Mus_musculus","ENSMUSG00000057691","C2H2 ZF","N"
"T101296_2.00","Zfp747","Mus_musculus","ENSMUSG00000054381","C2H2 ZF","N"
"T101590_2.00","Zfp748","Mus_musculus","ENSMUSG00000095432","C2H2 ZF","N"
"T101187_2.00","Zfp758","Mus_musculus","ENSMUSG00000044501","C2H2 ZF","N"
"T101328_2.00","Zfp759","Mus_musculus","ENSMUSG00000057396","C2H2 ZF","N"
"T101417_2.00","Zfp760","Mus_musculus","ENSMUSG00000067928","C2H2 ZF","N"
"T101413_2.00","Zfp763","Mus_musculus","ENSMUSG00000067430","C2H2 ZF","N"
"T101203_2.00","Zfp764","Mus_musculus","ENSMUSG00000045757","C2H2 ZF","N"
"T101410_2.00","Zfp772","Mus_musculus","ENSMUSG00000066838","C2H2 ZF","N"
"T101393_2.00","Zfp773","Mus_musculus","ENSMUSG00000063535","C2H2 ZF","N"
"T100990_2.00","Zfp775","Mus_musculus","ENSMUSG00000007216","C2H2 ZF","N"
"T101308_2.00","Zfp78","Mus_musculus","ENSMUSG00000055150","C2H2 ZF","N"
"T101387_2.00","Zfp780b","Mus_musculus","ENSMUSG00000063047","C2H2 ZF","N"
"T101277_2.00","Zfp786","Mus_musculus","ENSMUSG00000051499","C2H2 ZF","N"
"T101470_2.00","Zfp788","Mus_musculus","ENSMUSG00000074165","C2H2 ZF","N"
"T100993_2.00","Zfp790","Mus_musculus","ENSMUSG00000011427","C2H2 ZF","N"
"T101472_2.00","Zfp791","Mus_musculus","ENSMUSG00000074194","C2H2 ZF","N"
"T101586_2.00","Zfp799","Mus_musculus","ENSMUSG00000095253","C2H2 ZF","N"
"T101158_2.00","Zfp800","Mus_musculus","ENSMUSG00000039841","C2H2 ZF","N"
"T101493_2.00","Zfp808","Mus_musculus","ENSMUSG00000074867","C2H2 ZF","N"
"T101337_2.00","Zfp809","Mus_musculus","ENSMUSG00000057982","C2H2 ZF","N"
"T100980_2.00","Zfp81","Mus_musculus","ENSMUSG00000003929","C2H2 ZF","N"
"T101409_2.00","Zfp810","Mus_musculus","ENSMUSG00000066829","C2H2 ZF","N"
"T101309_2.00","Zfp811","Mus_musculus","ENSMUSG00000055202","C2H2 ZF","N"
"T101306_2.00","Zfp819","Mus_musculus","ENSMUSG00000055102","C2H2 ZF","N"
"T101605_2.00","Zfp82","Mus_musculus","ENSMUSG00000098022","C2H2 ZF","N"
"T101437_2.00","Zfp820","Mus_musculus","ENSMUSG00000069743","C2H2 ZF","N"
"T101106_2.00","Zfp821","Mus_musculus","ENSMUSG00000031728","C2H2 ZF","N"
"T101432_2.00","Zfp825","Mus_musculus","ENSMUSG00000069208","C2H2 ZF","N"
"T101445_2.00","Zfp827","Mus_musculus","ENSMUSG00000071064","C2H2 ZF","N"
"T101260_2.00","Zfp831","Mus_musculus","ENSMUSG00000050600","C2H2 ZF","N"
"T101205_2.00","Zfp84","Mus_musculus","ENSMUSG00000046185","C2H2 ZF","N"
"T101341_2.00","Zfp846","Mus_musculus","ENSMUSG00000058192","C2H2 ZF","N"
"T101343_2.00","Zfp85","Mus_musculus","ENSMUSG00000058331","C2H2 ZF","N"
"T101603_2.00","Zfp850","Mus_musculus","ENSMUSG00000096916","C2H2 ZF","N"
"T101573_2.00","Zfp853","Mus_musculus","ENSMUSG00000093910","C2H2 ZF","N"
"T101477_2.00","Zfp865","Mus_musculus","ENSMUSG00000074405","C2H2 ZF","N"
"T101178_2.00","Zfp866","Mus_musculus","ENSMUSG00000043090","C2H2 ZF","N"
"T101297_2.00","Zfp867","Mus_musculus","ENSMUSG00000054519","C2H2 ZF","N"
"T101365_2.00","Zfp868","Mus_musculus","ENSMUSG00000060427","C2H2 ZF","N"
"T101298_2.00","Zfp869","Mus_musculus","ENSMUSG00000054648","C2H2 ZF","N"
"T101604_2.00","Zfp87","Mus_musculus","ENSMUSG00000097333","C2H2 ZF","N"
"T101587_2.00","Zfp870","Mus_musculus","ENSMUSG00000095325","C2H2 ZF","N"
"T101046_2.00","Zfp871","Mus_musculus","ENSMUSG00000024298","C2H2 ZF","N"
"T101479_2.00","Zfp872","Mus_musculus","ENSMUSG00000074472","C2H2 ZF","N"
"T101370_2.00","Zfp873","Mus_musculus","ENSMUSG00000061371","C2H2 ZF","N"
"T101431_2.00","Zfp874a","Mus_musculus","ENSMUSG00000069206","C2H2 ZF","N"
"T101354_2.00","Zfp874b","Mus_musculus","ENSMUSG00000059839","C2H2 ZF","N"
"T101553_2.00","Zfp882","Mus_musculus","ENSMUSG00000089857","C2H2 ZF","N"
"T101457_2.00","Zfp9","Mus_musculus","ENSMUSG00000072623","C2H2 ZF","N"
"T101050_2.00","Zfp91","Mus_musculus","ENSMUSG00000024695","C2H2 ZF","N"
"T101104_2.00","Zfp92","Mus_musculus","ENSMUSG00000031374","C2H2 ZF","N"
"T101313_2.00","Zfp93","Mus_musculus","ENSMUSG00000055305","C2H2 ZF","N"
"T101357_2.00","Zfp930","Mus_musculus","ENSMUSG00000059897","C2H2 ZF","N"
"T101512_2.00","Zfp931","Mus_musculus","ENSMUSG00000078861","C2H2 ZF","N"
"T101351_2.00","Zfp933","Mus_musculus","ENSMUSG00000059423","C2H2 ZF","N"
"T101492_2.00","Zfp934","Mus_musculus","ENSMUSG00000074865","C2H2 ZF","N"
"T101310_2.00","Zfp935","Mus_musculus","ENSMUSG00000055228","C2H2 ZF","N"
"T101399_2.00","Zfp936","Mus_musculus","ENSMUSG00000064194","C2H2 ZF","N"
"T101363_2.00","Zfp937","Mus_musculus","ENSMUSG00000060336","C2H2 ZF","N"
"T101385_2.00","Zfp938","Mus_musculus","ENSMUSG00000062931","C2H2 ZF","N"
"T101475_2.00","Zfp94","Mus_musculus","ENSMUSG00000074282","C2H2 ZF","N"
"T101264_2.00","Zfp940","Mus_musculus","ENSMUSG00000050855","C2H2 ZF","N"
"T101362_2.00","Zfp941","Mus_musculus","ENSMUSG00000060314","C2H2 ZF","N"
"T101448_2.00","Zfp942","Mus_musculus","ENSMUSG00000071267","C2H2 ZF","N"
"T101290_2.00","Zfp943","Mus_musculus","ENSMUSG00000053347","C2H2 ZF","N"
"T101118_2.00","Zfp944","Mus_musculus","ENSMUSG00000033972","C2H2 ZF","N"
"T101350_2.00","Zfp945","Mus_musculus","ENSMUSG00000059142","C2H2 ZF","N"
"T101447_2.00","Zfp946","Mus_musculus","ENSMUSG00000071266","C2H2 ZF","N"
"T101391_2.00","Zfp947","Mus_musculus","ENSMUSG00000063383","C2H2 ZF","N"
"T101419_2.00","Zfp948","Mus_musculus","ENSMUSG00000067931","C2H2 ZF","N"
"T101110_2.00","Zfp949","Mus_musculus","ENSMUSG00000032425","C2H2 ZF","N"
"T101460_2.00","Zfp951","Mus_musculus","ENSMUSG00000072774","C2H2 ZF","N"
"T101291_2.00","Zfp952","Mus_musculus","ENSMUSG00000053390","C2H2 ZF","N"
"T101609_2.00","Zfp953","Mus_musculus","ENSMUSG00000098905","C2H2 ZF","N"
"T101379_2.00","Zfp954","Mus_musculus","ENSMUSG00000062116","C2H2 ZF","N"
"T101576_2.00","Zfp955a","Mus_musculus","ENSMUSG00000094441","C2H2 ZF","N"
"T101602_2.00","Zfp955b","Mus_musculus","ENSMUSG00000096910","C2H2 ZF","N"
"T101199_2.00","Zfp956","Mus_musculus","ENSMUSG00000045466","C2H2 ZF","N"
"T101346_2.00","Zfp958","Mus_musculus","ENSMUSG00000058748","C2H2 ZF","N"
"T100978_2.00","Zfp959","Mus_musculus","ENSMUSG00000003198","C2H2 ZF","N"
"T101598_2.00","Zfp960","Mus_musculus","ENSMUSG00000096696","C2H2 ZF","N"
"T101282_2.00","Zfp961","Mus_musculus","ENSMUSG00000052446","C2H2 ZF","N"
"T101569_2.00","Zfp963","Mus_musculus","ENSMUSG00000092260","C2H2 ZF","N"
"T101567_2.00","Zfp964","Mus_musculus","ENSMUSG00000091764","C2H2 ZF","N"
"T101533_2.00","Zfp965","Mus_musculus","ENSMUSG00000078896","C2H2 ZF","N"
"T101552_2.00","Zfp966","Mus_musculus","ENSMUSG00000089756","C2H2 ZF","N"
"T101584_2.00","Zfp967","Mus_musculus","ENSMUSG00000095199","C2H2 ZF","N"
"T101535_2.00","Zfp968","Mus_musculus","ENSMUSG00000078898","C2H2 ZF","N"
"T101591_2.00","Zfp969","Mus_musculus","ENSMUSG00000095545","C2H2 ZF","N"
"T101594_2.00","Zfp97","Mus_musculus","ENSMUSG00000095990","C2H2 ZF","N"
"T101516_2.00","Zfp970","Mus_musculus","ENSMUSG00000078866","C2H2 ZF","N"
"T101481_2.00","Zfp971","Mus_musculus","ENSMUSG00000074519","C2H2 ZF","N"
"T101483_2.00","Zfp972","Mus_musculus","ENSMUSG00000074529","C2H2 ZF","N"
"T101526_2.00","Zfp973","Mus_musculus","ENSMUSG00000078879","C2H2 ZF","N"
"T101442_2.00","Zfp974","Mus_musculus","ENSMUSG00000070709","C2H2 ZF","N"
"T101436_2.00","Zfp975","Mus_musculus","ENSMUSG00000069727","C2H2 ZF","N"
"T101469_2.00","Zfp976","Mus_musculus","ENSMUSG00000074158","C2H2 ZF","N"
"T101570_2.00","Zfp977","Mus_musculus","ENSMUSG00000092335","C2H2 ZF","N"
"T101502_2.00","Zfp978","Mus_musculus","ENSMUSG00000078497","C2H2 ZF","N"
"T101401_2.00","Zfp979","Mus_musculus","ENSMUSG00000066000","C2H2 ZF","N"
"T101340_2.00","Zfp980","Mus_musculus","ENSMUSG00000058186","C2H2 ZF","N"
"T101322_2.00","Zfp981","Mus_musculus","ENSMUSG00000056300","C2H2 ZF","N"
"T101501_2.00","Zfp982","Mus_musculus","ENSMUSG00000078496","C2H2 ZF","N"
"T101129_2.00","Zfp983","Mus_musculus","ENSMUSG00000035868","C2H2 ZF","N"
"T101500_2.00","Zfp984","Mus_musculus","ENSMUSG00000078495","C2H2 ZF","N"
"T101400_2.00","Zfp985","Mus_musculus","ENSMUSG00000065999","C2H2 ZF","N"
"T101504_2.00","Zfp986","Mus_musculus","ENSMUSG00000078500","C2H2 ZF","N"
"T101403_2.00","Zfp987","Mus_musculus","ENSMUSG00000066009","C2H2 ZF","N"
"T101503_2.00","Zfp988","Mus_musculus","ENSMUSG00000078498","C2H2 ZF","N"
"T101550_2.00","Zfp989","Mus_musculus","ENSMUSG00000086147","C2H2 ZF","N"
"T101506_2.00","Zfp990","Mus_musculus","ENSMUSG00000078503","C2H2 ZF","N"
"T101415_2.00","Zfp991","Mus_musculus","ENSMUSG00000067916","C2H2 ZF","N"
"T101441_2.00","Zfp992","Mus_musculus","ENSMUSG00000070605","C2H2 ZF","N"
"T101389_2.00","Zfp993","Mus_musculus","ENSMUSG00000063245","C2H2 ZF","N"
"T101597_2.00","Zfp994","Mus_musculus","ENSMUSG00000096433","C2H2 ZF","N"
"T101507_2.00","Zfp995","Mus_musculus","ENSMUSG00000078546","C2H2 ZF","N"
"T101248_2.00","Zfpm1","Mus_musculus","ENSMUSG00000049577","C2H2 ZF","N"
"T101028_2.00","Zfpm2","Mus_musculus","ENSMUSG00000022306","C2H2 ZF","N"
"T101289_2.00","Zfy1","Mus_musculus","ENSMUSG00000053211","C2H2 ZF","N"
"T100967_2.00","Zfy2","Mus_musculus","ENSMUSG00000000103","C2H2 ZF","N"
"T100974_2.00","Zim1","Mus_musculus","ENSMUSG00000002266","C2H2 ZF","N"
"T101085_2.00","Zkscan14","Mus_musculus","ENSMUSG00000029627","C2H2 ZF","N"
"T101149_2.00","Zkscan16","Mus_musculus","ENSMUSG00000038630","C2H2 ZF","N"
"T101022_2.00","Zkscan3","Mus_musculus","ENSMUSG00000021327","C2H2 ZF","N"
"T101303_2.00","Zkscan4","Mus_musculus","ENSMUSG00000054931","C2H2 ZF","N"
"T101392_2.00","Zkscan7","Mus_musculus","ENSMUSG00000063488","C2H2 ZF","N"
"T101396_2.00","Zkscan8","Mus_musculus","ENSMUSG00000063894","C2H2 ZF","N"
"T101284_2.00","Zmat1","Mus_musculus","ENSMUSG00000052676","C2H2 ZF","N"
"T101131_2.00","Zscan12","Mus_musculus","ENSMUSG00000036721","C2H2 ZF","N"
"T101150_2.00","Zscan2","Mus_musculus","ENSMUSG00000038797","C2H2 ZF","N"
"T101136_2.00","Zscan21","Mus_musculus","ENSMUSG00000037017","C2H2 ZF","N"
"T101299_2.00","Zscan22","Mus_musculus","ENSMUSG00000054715","C2H2 ZF","N"
"T101439_2.00","Zscan25","Mus_musculus","ENSMUSG00000070420","C2H2 ZF","N"
"T101338_2.00","Zscan5b","Mus_musculus","ENSMUSG00000058028","C2H2 ZF","N"
"T101462_2.00","Zxdb","Mus_musculus","ENSMUSG00000073062","C2H2 ZF","N"
"T101121_2.00","Zxdc","Mus_musculus","ENSMUSG00000034430","C2H2 ZF","N"
"T075922_2.00","Zfhx2","Mus_musculus","ENSMUSG00000040721","C2H2 ZF,Homeodomain","N"
"T159115_2.00","Kat7","Mus_musculus","ENSMUSG00000038909","C2HC ZF","N"
"T159114_2.00","L3mbtl1","Mus_musculus","ENSMUSG00000035576","C2HC ZF","N"
"T159116_2.00","L3mbtl3","Mus_musculus","ENSMUSG00000039089","C2HC ZF","N"
"T159117_2.00","L3mbtl4","Mus_musculus","ENSMUSG00000041565","C2HC ZF","N"
"T159112_2.00","Myt1","Mus_musculus","ENSMUSG00000010505","C2HC ZF","N"
"T159118_2.00","Myt1l","Mus_musculus","ENSMUSG00000061911","C2HC ZF","N"
"T159113_2.00","St18","Mus_musculus","ENSMUSG00000033740","C2HC ZF","N"
"T161595_2.00","Jrk","Mus_musculus","ENSMUSG00000046380","CENPB","N"
"T161594_2.00","Tigd3","Mus_musculus","ENSMUSG00000044390","CENPB","N"
"T161596_2.00","Tigd4","Mus_musculus","ENSMUSG00000047819","CENPB","N"
"T161600_2.00","Tigd5","Mus_musculus","ENSMUSG00000103906","CENPB","N"
"T163115_2.00","Camta1","Mus_musculus","ENSMUSG00000014592","CG-1","N"
"T163116_2.00","Camta2","Mus_musculus","ENSMUSG00000040712","CG-1","N"
"T168119_2.00","Kmt2b","Mus_musculus","ENSMUSG00000006307","CxxC","N"
"T167677_2.00","Mbd1","Mus_musculus","ENSMUSG00000024561","CxxC,MBD","N"
"T179273_2.00","6330408A02Rik","Mus_musculus","ENSMUSG00000070814","FAR1","N"
"T182865_2.00","Flywch1","Mus_musculus","ENSMUSG00000040097","FLYWCH","N"
"T186380_2.00","Foxr1","Mus_musculus","ENSMUSG00000074397","Forkhead","N"
"T186379_2.00","Foxr2","Mus_musculus","ENSMUSG00000071665","Forkhead","N"
"T192877_2.00","Gatad2a","Mus_musculus","ENSMUSG00000036180","GATA","N"
"T192879_2.00","Gatad2b","Mus_musculus","ENSMUSG00000042390","GATA","N"
"T192880_2.00","Zglp1","Mus_musculus","ENSMUSG00000079681","GATA","N"
"T199111_2.00","Grhl3","Mus_musculus","ENSMUSG00000037188","Grainyhead","N"
"T203456_2.00","Gtf2ird2","Mus_musculus","ENSMUSG00000015942","GTF2I-like","N"
"T212536_2.00","Adnp","Mus_musculus","ENSMUSG00000051149","Homeodomain","N"
"T212542_2.00","Adnp2","Mus_musculus","ENSMUSG00000053950","Homeodomain","N"
"T212549_2.00","AW822073","Mus_musculus","ENSMUSG00000058537","Homeodomain","N"
"T212575_2.00","Crxos","Mus_musculus","ENSMUSG00000074365","Homeodomain","N"
"T212555_2.00","Cttnbp2nl","Mus_musculus","ENSMUSG00000062127","Homeodomain","N"
"T212609_2.00","ENSMUSG00000097270","Mus_musculus","ENSMUSG00000097270","Homeodomain","N"
"T212610_2.00","ENSMUSG00000097306","Mus_musculus","ENSMUSG00000097306","Homeodomain","N"
"T212612_2.00","ENSMUSG00000097600","Mus_musculus","ENSMUSG00000097600","Homeodomain","N"
"T212618_2.00","ENSMUSG00000106919","Mus_musculus","ENSMUSG00000106919","Homeodomain","N"
"T212619_2.00","ENSMUSG00000106953","Mus_musculus","ENSMUSG00000106953","Homeodomain","N"
"T212596_2.00","Gm21915","Mus_musculus","ENSMUSG00000094204","Homeodomain","N"
"T212578_2.00","Gm4981","Mus_musculus","ENSMUSG00000075045","Homeodomain","N"
"T212595_2.00","Gm9376","Mus_musculus","ENSMUSG00000092109","Homeodomain","N"
"T212554_2.00","Mkx","Mus_musculus","ENSMUSG00000061013","Homeodomain","N"
"T212572_2.00","Rhox1","Mus_musculus","ENSMUSG00000071773","Homeodomain","N"
"T212541_2.00","Rhox10","Mus_musculus","ENSMUSG00000053909","Homeodomain","N"
"T212566_2.00","Rhox12","Mus_musculus","ENSMUSG00000071766","Homeodomain","N"
"T212532_2.00","Rhox13","Mus_musculus","ENSMUSG00000050197","Homeodomain","N"
"T212538_2.00","Rhox2a","Mus_musculus","ENSMUSG00000051827","Homeodomain","N"
"T212592_2.00","Rhox2b","Mus_musculus","ENSMUSG00000079638","Homeodomain","N"
"T212591_2.00","Rhox2c","Mus_musculus","ENSMUSG00000079637","Homeodomain","N"
"T212602_2.00","Rhox2d","Mus_musculus","ENSMUSG00000095698","Homeodomain","N"
"T212606_2.00","Rhox2e","Mus_musculus","ENSMUSG00000096788","Homeodomain","N"
"T212603_2.00","Rhox2f","Mus_musculus","ENSMUSG00000095741","Homeodomain","N"
"T212586_2.00","Rhox2g","Mus_musculus","ENSMUSG00000079629","Homeodomain","N"
"T212584_2.00","Rhox2h","Mus_musculus","ENSMUSG00000079627","Homeodomain","N"
"T212571_2.00","Rhox3a","Mus_musculus","ENSMUSG00000071772","Homeodomain","N"
"T212601_2.00","Rhox3a2","Mus_musculus","ENSMUSG00000095601","Homeodomain","N"
"T212590_2.00","Rhox3c","Mus_musculus","ENSMUSG00000079636","Homeodomain","N"
"T212552_2.00","Rhox3e","Mus_musculus","ENSMUSG00000059626","Homeodomain","N"
"T212600_2.00","Rhox3f","Mus_musculus","ENSMUSG00000095510","Homeodomain","N"
"T212594_2.00","Rhox3g","Mus_musculus","ENSMUSG00000080933","Homeodomain","N"
"T212568_2.00","Rhox3h","Mus_musculus","ENSMUSG00000071769","Homeodomain","N"
"T212593_2.00","Rhox4a","Mus_musculus","ENSMUSG00000079639","Homeodomain","N"
"T212598_2.00","Rhox4a2","Mus_musculus","ENSMUSG00000094945","Homeodomain","N"
"T212570_2.00","Rhox4b","Mus_musculus","ENSMUSG00000071771","Homeodomain","N"
"T212589_2.00","Rhox4c","Mus_musculus","ENSMUSG00000079635","Homeodomain","N"
"T212588_2.00","Rhox4d","Mus_musculus","ENSMUSG00000079633","Homeodomain","N"
"T212569_2.00","Rhox4e","Mus_musculus","ENSMUSG00000071770","Homeodomain","N"
"T212587_2.00","Rhox4f","Mus_musculus","ENSMUSG00000079630","Homeodomain","N"
"T212585_2.00","Rhox4g","Mus_musculus","ENSMUSG00000079628","Homeodomain","N"
"T212599_2.00","Rhox5","Mus_musculus","ENSMUSG00000095180","Homeodomain","N"
"T212567_2.00","Rhox7a","Mus_musculus","ENSMUSG00000071767","Homeodomain","N"
"T212583_2.00","Rhox7b","Mus_musculus","ENSMUSG00000079626","Homeodomain","N"
"T212615_2.00","Tgif2lx1","Mus_musculus","ENSMUSG00000100133","Homeodomain","N"
"T212616_2.00","Tgif2lx2","Mus_musculus","ENSMUSG00000100194","Homeodomain","N"
"T212426_2.00","Zhx1","Mus_musculus","ENSMUSG00000022361","Homeodomain","N"
"T212565_2.00","Zhx2","Mus_musculus","ENSMUSG00000071757","Homeodomain","N"
"T212483_2.00","Zhx3","Mus_musculus","ENSMUSG00000035877","Homeodomain","N"
"T238385_2.00","Pou5f2","Mus_musculus","ENSMUSG00000093668","Homeodomain,POU","N"
"T244694_2.00","Afdn","Mus_musculus","ENSMUSG00000068036","Leafy","N"
"T248351_2.00","Msantd1","Mus_musculus","ENSMUSG00000051246","MADF","N"
"T260280_2.00","Baz2a","Mus_musculus","ENSMUSG00000040054","MBD","N"
"T260276_2.00","Baz2b","Mus_musculus","ENSMUSG00000026987","MBD","N"
"T260279_2.00","Mbd3","Mus_musculus","ENSMUSG00000035478","MBD","N"
"T260277_2.00","Mbd4","Mus_musculus","ENSMUSG00000030322","MBD","N"
"T260275_2.00","Mbd6","Mus_musculus","ENSMUSG00000025409","MBD","N"
"T260281_2.00","Setdb2","Mus_musculus","ENSMUSG00000071350","MBD","N"
"T262419_2.00","Mterf2","Mus_musculus","ENSMUSG00000049038","mTERF","N"
"T262416_2.00","Mterf3","Mus_musculus","ENSMUSG00000021519","mTERF","N"
"T262417_2.00","Mterf4","Mus_musculus","ENSMUSG00000026273","mTERF","N"
"T269796_2.00","4932411N23Rik","Mus_musculus","ENSMUSG00000058670","Myb/SANT","N"
"T269793_2.00","Bdp1","Mus_musculus","ENSMUSG00000049658","Myb/SANT","N"
"T269791_2.00","Dmtf1","Mus_musculus","ENSMUSG00000042508","Myb/SANT","N"
"T269795_2.00","Gon4l","Mus_musculus","ENSMUSG00000054199","Myb/SANT","N"
"T269790_2.00","Msantd4","Mus_musculus","ENSMUSG00000041124","Myb/SANT","N"
"T269797_2.00","Mysm1","Mus_musculus","ENSMUSG00000062627","Myb/SANT","N"
"T269788_2.00","Snapc4","Mus_musculus","ENSMUSG00000036281","Myb/SANT","N"
"T269794_2.00","Terb1","Mus_musculus","ENSMUSG00000052616","Myb/SANT","N"
"T269785_2.00","Terf1","Mus_musculus","ENSMUSG00000025925","Myb/SANT","N"
"T269786_2.00","Ttf1","Mus_musculus","ENSMUSG00000026803","Myb/SANT","N"
"T299791_2.00","Myrfl","Mus_musculus","ENSMUSG00000034057","Ndt80/PhoG","N"
"T300512_2.00","Nfx1","Mus_musculus","ENSMUSG00000028423","NFX","N"
"T300513_2.00","Nfxl1","Mus_musculus","ENSMUSG00000072889","NFX","N"
"T342366_2.00","Tbpl1","Mus_musculus","ENSMUSG00000071359","TBP","N"
"T346584_2.00","Tead3","Mus_musculus","ENSMUSG00000002249","TEA","N"
"T348493_2.00","Thap2","Mus_musculus","ENSMUSG00000020137","THAP finger","N"
"T348499_2.00","Thap3","Mus_musculus","ENSMUSG00000039759","THAP finger","N"
"T348495_2.00","Thap4","Mus_musculus","ENSMUSG00000026279","THAP finger","N"
"T348494_2.00","Thap7","Mus_musculus","ENSMUSG00000022760","THAP finger","N"
